Name,Type,MotherName,FatherName,Sex,Gender,Sensory Radius,Move Speed,Hunger Speed,Thirst Speed,Grow Speed,Hunger Level,Thirst Level,Pregnancy,Diet,
S1,Omnivore,R1,P7,Male,0.7,89.43,25.07,2.02,2.09,2.84,0.4,0.49,1.73,0.69,
S3,Omnivore,R3,R1,Male,0.61,94.39,24.89,2.02,2.09,2.84,0.4,0.28,1.73,0.69,
S1,Omnivore,R1,O12,Male,0.7,59.06,25.07,2.02,2.09,2.84,0.4,0.54,1.73,0.69,
T1,Omnivore,S1,Q1,Male,0.61,94.39,17.43,2.52,1.3,2.84,0.67,0.49,1.49,0.88,
Q1,Omnivore,P1,O6,Male,0.7,59.06,25.07,2.02,2.09,2.84,0.16,0.5,1.74,0.81,
Q1,Omnivore,P1,P2,Male,0.7,39.2,25.07,2.02,2.58,2.84,0.37,0.49,1.09,0.88,
R1,Omnivore,Q1,P2,Male,0.7,59.06,25.07,2.02,2.09,2.84,0.27,0.49,1.09,0.88,
S1,Omnivore,R1,R1,Male,0.7,59.06,25.07,2.02,2.09,2.84,0.27,0.49,1.09,0.88,
T1,Omnivore,S1,T1,Male,0.7,59.06,25.07,2.02,2.18,2.84,0.27,0.49,1.09,0.88,
R3,Omnivore,Q3,S1,Male,0.61,94.39,24.89,2.02,2.09,2.84,0.27,0.68,1.56,0.88,
Q1,Omnivore,P1,Q1,Male,0.7,59.06,34.28,2.02,2.09,2.84,0.27,0.49,1.09,0.88,
Q1,Omnivore,P1,R1,Male,0.52,39.2,25.07,2.02,2.09,2.8,0.27,0.49,1.09,0.88,
P1,Omnivore,O19,S1,Male,0.7,59.06,25.07,2.02,2.18,2.84,0.27,0.49,1.09,0.88,
S5,Omnivore,R5,P7,Female,0.29,58.14,47.41,1.32,2.69,0.54,0.56,0.54,1.73,0.69,
R1,Omnivore,Q1,Q1,Female,0.41,59.06,25.07,2.02,2.18,2.34,0.27,0.49,1.73,0.88,
R1,Omnivore,Q1,S1,Female,0.41,59.06,34.28,2.02,2.09,2.84,0.27,0.49,1.09,0.88,
S1,Omnivore,R1,S1,Female,0.41,59.06,34.28,2.02,2.09,2.2,0.27,0.49,1.09,0.88,
P1,Omnivore,O18,S1,Male,0.61,59.06,34.28,2.02,2.09,2.2,0.27,0.49,1.09,0.88,
R1,Omnivore,Q1,P2,Female,0.41,59.06,34.28,2.02,2.09,2.2,0.27,0.49,1.09,0.88,
S1,Omnivore,R1,P2,Female,0.41,39.2,25.07,2.02,2.09,2.84,0.4,0.49,1.09,0.88,
R1,Omnivore,Q1,R1,Female,0.41,39.2,25.07,2.02,2.09,2.84,0.4,0.49,1.23,0.88,
P1,Omnivore,O13,R1,Male,0.7,59.06,34.28,2.02,2.09,2.84,0.27,0.49,1.09,0.88,
T1,Omnivore,S1,R1,Female,0.41,39.2,12.62,2.02,2.09,2.84,0.27,0.34,1.09,0.88,
S1,Omnivore,R1,P7,Male,0.7,56.38,34.28,2.02,2.09,2.93,0.34,0.54,1.73,0.69,
Q1,Omnivore,P1,R1,Male,0.61,59.06,34.28,2.02,2.09,2.2,0.27,0.54,1.77,0.69,
Q1,Omnivore,P1,S3,Male,0.7,59.06,35.95,2.02,2.09,2.84,0.27,0.68,1.56,0.88,
S1,Omnivore,R1,S1,Male,0.7,56.38,34.28,2.02,2.09,2.93,0.34,0.54,1.73,0.69,
R1,Omnivore,Q1,Q1,Male,0.61,59.06,34.28,2.02,2.09,2.2,0.27,0.54,1.77,0.69,
P7,Omnivore,O7,R1,Male,0.61,71.7,6.6,2.82,2.09,2.84,0.41,0.34,1.09,0.88,
R1,Omnivore,Q1,R1,Female,0.41,39.2,12.62,2.02,2.09,2.84,0.27,0.47,1.09,0.88,
R1,Omnivore,Q1,P1,Male,0.61,59.06,34.28,2.02,2.09,2.8,0.27,0.49,1.82,0.88,
S1,Omnivore,R1,P2,Male,0.7,39.2,13.6,2.02,2.09,2.84,0.12,0.49,1.09,0.88,
Q3,Omnivore,P3,P1,Male,0.61,94.39,24.89,2.56,2.09,2.84,0.27,0.09999999,1.56,0.88,
R1,Omnivore,Q1,R1,Male,0.61,59.06,34.28,2.02,2.48,2.8,0.27,0.49,1.82,0.88,
S3,Omnivore,R3,Q1,Male,0.7,36.4,13.6,2.02,2.09,2.84,0.12,0.49,1.09,0.88,
Q1,Omnivore,P1,S1,Male,0.63,59.06,34.28,2.02,2.48,2.8,0.27,0.49,1.82,0.88,
R5,Omnivore,Q5,S3,Female,0.29,58.14,9.98,2.02,2.09,2.84,0.12,0.49,1.09,0.88,
S5,Omnivore,R5,Q1,Female,0.09999999,58.14,45.21,2.02,2.09,2.8,0.27,0.7,1.09,0.88,
T1,Omnivore,S1,O6,Male,0.98,79.4,35.39,1.21,2.9,1.7,0.16,0.5,1.96,0.81,
S3,Omnivore,R3,S1,Female,0.47,36.4,13.6,2.02,2.09,2.84,0.16,0.5,1.63,0.81,
R1,Omnivore,Q1,P1,Female,0.41,39.2,12.62,2.02,2.09,2.84,0.27,0.47,1.09,0.88,
S1,Omnivore,R1,P1,Female,0.41,39.2,12.62,2.02,2.09,2.84,0.27,0.47,1.09,0.88,
T1,Omnivore,S1,T1,Female,0.41,39.2,12.62,2.02,2.09,0.57,0.27,0.47,1.09,0.88,
P1,Omnivore,O16,Q1,Male,0.52,39.2,25.07,2.02,2.09,1.7,0.16,0.5,1.96,0.81,
Q1,Omnivore,P1,Q1,Male,0.98,79.4,35.39,1.21,2.09,1.7,0.16,0.5,1.96,0.81,
S1,Omnivore,R1,P1,Male,0.98,79.4,35.39,1.21,1.31,2.84,0.27,0.68,1.56,0.88,
Q1,Omnivore,P1,P7,Female,0.37,59.06,34.28,2.02,2.09,2.2,0.27,0.54,1.09,0.88,
S5,Omnivore,R5,S1,Female,0.09999999,58.14,45.21,2.02,2.09,2.84,0.27,0.68,1.78,0.88,
S1,Omnivore,R1,Q1,Female,0.41,39.2,12.62,2.02,2.09,2.84,0.27,0.68,1.56,0.88,
R3,Omnivore,Q3,P7,Female,0.47,36.4,13.6,2.82,1.32,2.84,0.41,0.34,1.09,0.88,
Q4,Omnivore,P4,Q1,Male,0.7,71.7,35.14,1.56,1.51,0.79,0.27,0.54,1.73,0.88,
S1,Omnivore,R1,R1,Female,0.41,39.2,12.62,2.02,1.03,2.84,0.27,0.68,1.56,0.88,
R1,Omnivore,Q1,S1,Female,0.41,39.2,12.62,2.02,1.03,2.84,0.27,0.2,1.56,0.88,
R1,Omnivore,Q1,R3,Female,0.41,39.2,12.62,2.02,1.03,1.44,0.41,0.34,1.09,0.88,
T1,Omnivore,S1,P7,Female,0.41,39.2,12.62,2.02,1.03,1.44,0.41,0.34,1.09,0.88,
S1,Omnivore,R1,P7,Female,0.41,39.2,12.62,2.02,1.03,1.44,0.41,0.34,1.43,0.88,
P1,Omnivore,O18,S1,Female,0.24,59.06,34.28,2.02,2.09,2.2,0.27,0.68,1.56,0.88,
U1,Omnivore,T1,R1,Female,0.41,39.2,12.62,2.02,1.03,1.44,0.41,0.29,1.85,0.88,
Q1,Omnivore,P1,S1,Male,0.7,59.06,22.51,2.02,2.09,2.84,0.41,0.29,1.85,0.88,
R1,Omnivore,Q1,R1,Male,0.7,39.2,12.62,1.06,1.03,1.44,0.41,0.29,1.85,0.88,
S1,Omnivore,R1,P7,Male,0.98,71.7,6.6,1.77,2.09,2.84,0.41,0.34,1.09,0.88,
S1,Omnivore,R1,R1,Female,0.41,39.2,12.62,2.02,1.03,2.93,0.41,0.29,1.85,0.88,
T5,Omnivore,S5,Q1,Female,0.09999999,58.14,12.2,1.25,2.09,2.84,0.41,0.34,1.09,0.88,
R1,Omnivore,Q1,P7,Male,0.98,71.7,6.6,1.77,2.09,2.84,0.41,0.34,1.09,0.88,
S1,Omnivore,R1,S1,Female,0.41,39.2,12.62,2.02,1.03,2.93,0.41,0.18,1.56,0.88,
R1,Omnivore,Q1,T1,Male,0.98,71.7,15.58,1.77,2.09,2.93,0.41,0.18,1.56,0.88,
R1,Omnivore,Q1,P2,Male,0.98,71.7,25.07,2.02,2.09,2.84,0.4,0.49,1.09,0.88,
S1,Omnivore,R1,T1,Male,0.98,71.7,25.07,2.02,2.09,2.84,0.4,0.49,1.09,0.88,
P7,Omnivore,O7,P7,Male,0.61,71.7,40.02,2.82,1.71,2.84,0.41,0.34,1.09,0.88,
Q1,Omnivore,P1,P7,Male,0.52,39.2,40.02,2.82,1.71,2.84,0.41,0.34,1.86,0.88,
S3,Omnivore,R3,S3,Female,0.47,36.4,13.6,2.82,1.32,2.84,0.41,0.34,1.09,0.88,
Q1,Omnivore,P1,S1,Male,0.7,39.2,12.62,1.06,2.09,2.84,0.4,0.49,1.09,0.88,
S1,Omnivore,R1,T1,Female,0.41,38.15,8.48,2.02,2.09,2.84,0.18,0.49,1.09,0.88,
T1,Omnivore,S1,T1,Female,0.16,38.15,8.48,2.02,2.09,2.84,0.4,0.49,1.09,0.88,
R1,Omnivore,Q1,R1,Female,0.16,38.15,41.42,2.02,2.09,2.84,0.4,0.49,1.09,0.88,
T3,Omnivore,S3,R1,Male,0.98,71.7,25.07,2.02,2.42,2.84,0.4,0.49,1.09,0.88,
P1,Omnivore,O19,Q1,Female,0.16,38.15,25.07,2.02,2.09,2.84,0.4,0.49,1.09,0.88,
Q1,Omnivore,P1,S3,Female,0.16,38.15,25.07,2.02,2.09,2.84,0.61,0.64,1.09,0.88,
