Name,Type,MotherName,FatherName,Sex,Gender,Sensory Radius,Move Speed,Hunger Speed,Thirst Speed,Grow Speed,Hunger Level,Thirst Level,Pregnancy,Diet,
c8,Herbivore,b8,c8,Female,0.25,55.14,12.33,1.01,1.76,0.76,0.25,0.35,1.32,0.22,
c2,Herbivore,b2,a60,Female,0.12,18.65,29.73,2.72,2.76,2.2,0.48,0.26,1.43,0.18,
c2,Herbivore,b2,a70,Female,0.09,63.8,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
c9,Herbivore,b9,c8,Female,0.43,36.72,22.32,1.44,1.1,2.2,0.25,0.35,1.32,0.22,
c8,Herbivore,b8,a92,Female,0.49,53.4,41.71,1.72,2.04,0.59,0.6,0.28,0.9899999,0.26,
b1,Herbivore,a15,a10,Female,0.34,30.56,30.61,2.31,2.93,1.06,0.52,0.25,0.93,0,
c5,Herbivore,b5,a81,Male,0.52,67.17,28.43,1.67,1.18,0.73,0.24,0.51,0.57,0.33,
c2,Herbivore,b2,a38,Female,0.4,90.9,22.17,2,2.43,2.4,0.61,0.58,0.6,0.17,
c5,Herbivore,b5,a54,Female,0.27,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
d3,Herbivore,c3,a38,Female,0.47,84.7,25.74,1.43,1.97,2.92,0.55,0.22,0.6,0.17,
b5,Herbivore,a52,a38,Female,0.27,53.33,43.67,1.32,1.97,2.92,0.55,0.22,0.6,0.17,
c8,Herbivore,b8,c6,Male,0.75,63.8,22.32,1.44,1.75,2.81,0.45,0.53,0.72,0.04,
c8,Herbivore,b8,c4,Male,0.75,63.8,22.32,1.44,1.75,1.67,0.37,0.19,1.75,0.32,
c7,Herbivore,b7,b9,Female,0.29,48.03,29.43,2.52,2.31,1.96,0.52,0.29,1.52,0.33,
c5,Herbivore,b5,a72,Female,0.16,23.01,44.12,2.45,2,1.55,0.35,0.66,0.82,0.07,
b8,Herbivore,a8,a60,Female,0.19,68.68,23.22,1.43,1.97,2.92,0.55,0.22,0.6,0.18,
e3,Herbivore,d3,c4,Female,0.17,89.54,31.47,2.5,1,0.59,0.37,0.19,1.75,0.32,
c1,Herbivore,b1,c6,Female,0.09,59,39.45,2.25,2.75,0.78,0.61,0.17,0.72,0.04,
c1,Herbivore,b1,c6,Female,0.34,30.56,30.61,2.31,2.93,1.06,0.52,0.25,0.93,0.04,
d9,Herbivore,c9,a38,Female,0.02,91.78,32.15,2.52,1.76,0.5,0.28,0.22,0.6,0.17,
c3,Herbivore,b3,c8,Female,0.29,63.8,22.32,1.44,1.75,1.67,0.37,0.19,1.75,0.32,
c4,Herbivore,b4,b5,Female,0.23,90.23,25.19,1.96,1.82,0.52,0.56,0.64,1.02,0.09,
d1,Herbivore,c1,c5,Female,0.34,30.56,30.61,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
c9,Herbivore,b9,a12,Female,0.02,91.78,32.15,2.52,1.84,0.64,0.68,0.58,1.14,0.3,
e5,Herbivore,d5,a38,Female,0.4,11.22,21.43,1.01,1.62,2.43,0.65,0.7,0.6,0.17,
b5,Herbivore,a58,a1,Male,0.52,67.17,28.43,1.67,2.16,0.77,0.41,0.47,0.61,0.18,
b2,Herbivore,a24,a3,Female,0.31,24.5,45.04,1.69,2.57,0.73,0.28,0.25,0.83,0.21,
b4,Herbivore,a42,b9,Female,0.23,90.23,25.19,2.28,2.74,1.47,0.25,0.45,1.52,0.33,
d8,Herbivore,c8,c5,Female,0.49,53.4,41.71,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
d2,Herbivore,c2,c6,Female,0.09,63.8,47.74,1.29,2.43,1.7,0.56,0.28,0.72,0.04,
b8,Herbivore,a84,c6,Female,0.17,94.1,33.22,1.49,1.05,1.39,0.4,0.17,0.72,0.04,
d2,Herbivore,c2,a69,Female,0.3,13.15,23.19,1.86,1.58,2.12,0.39,0.69,0.63,0.09,
b4,Herbivore,a44,a6,Male,0.89,34.63,40.83,1.4,2.5,0.52,0.56,0.19,1.22,0.21,
c1,Herbivore,b1,b5,Male,0.97,80.52,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
d1,Herbivore,c1,a70,Female,0.09,59,39.45,2.25,2.75,1.7,0.56,0.28,0.77,0.09,
c8,Herbivore,b8,b5,Male,0.97,80.52,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
b7,Herbivore,a79,a7,Female,0.3,78.71,14.41,1,1.85,1.4,0.47,0.21,1.88,0.16,
c4,Herbivore,b4,a69,Female,0.23,90.23,25.19,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
c8,Herbivore,b8,a7,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
b7,Herbivore,a78,a90,Female,0.38,14.27,35.09,2.59,1.96,2.29,0.58,0.66,1.18,0.32,
d8,Herbivore,c8,a95,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.58,1.8,0.03,
c6,Herbivore,b6,a70,Male,0.75,63.8,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
b4,Herbivore,a41,b6,Female,0.45,13.7,36.11,1.42,2.81,1.68,0.64,0.64,1.02,0.21,
c4,Herbivore,b4,a67,Female,0.5,55.56,28.45,2.98,2.45,1.53,0.42,0.51,0.62,0.03,
e3,Herbivore,d3,d6,Female,0.47,84.7,25.74,1.43,1.97,2.92,0.43,0.67,1.65,0.09999999,
c3,Herbivore,b3,d6,Female,0.05,76.16,39.84,2.96,2.29,2.79,0.43,0.67,1.65,0.09999999,
e1,Herbivore,d1,a34,Female,0.27,96.97,33.51,1.05,1,0.59,0.6,0.28,0.82,0,
c5,Herbivore,b5,a20,Male,0.97,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
b4,Herbivore,a43,a70,Female,0.5,55.56,28.45,2.98,2.45,1.53,0.42,0.51,0.77,0.09,
b1,Herbivore,a14,c5,Male,0.97,80.52,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.08,
c7,Herbivore,b7,d6,Female,0.29,48.03,29.43,2.52,2.29,2.79,0.43,0.67,1.65,0.09999999,
c2,Herbivore,b2,d6,Female,0.09,63.8,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d2,Herbivore,c2,b8,Male,0.75,63.8,22.32,1.44,1.75,1.67,0.37,0.19,1.75,0.32,
c5,Herbivore,b5,b5,Female,0.27,53.33,43.67,1.32,1.97,2.92,0.55,0.22,0.61,0.18,
d3,Herbivore,c3,b8,Female,0.17,89.54,31.47,2.5,1,0.59,0.37,0.19,1.75,0.32,
c3,Herbivore,b3,d6,Female,0.17,89.54,31.47,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
b3,Herbivore,a37,b6,Female,0.29,63.8,22.32,1.44,1.75,1.67,0.37,0.19,1.75,0.21,
c8,Herbivore,b8,d6,Male,0.97,80.52,38.62,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d8,Herbivore,c8,a54,Female,0.19,68.68,23.22,1.43,1.97,2.92,0.55,0.22,0.6,0.02,
c6,Herbivore,b6,a91,Male,0.81,78,35.1,2.51,2.31,1.96,0.52,0.29,1.09,0.21,
e8,Herbivore,d8,a90,Female,0.49,53.4,41.71,2.19,1.58,1.67,0.37,0.19,1.75,0.32,
b3,Herbivore,a33,a49,Female,0.05,76.16,39.84,2.96,2.29,2.79,0.43,0.67,1.65,0.09999999,
c1,Herbivore,b1,c8,Female,0.27,96.97,33.51,1.05,1,0.59,0.6,0.19,1.75,0.32,
b6,Herbivore,a62,a91,Male,0.6,85.02,48.85,1.31,2,1.55,0.47,0.65,1.09,0.21,
c6,Herbivore,b6,a46,Male,0.6,85.02,48.85,1.31,2,1.55,0.47,0.65,1.04,0.29,
d8,Herbivore,c8,a91,Male,0.97,78,35.1,2.51,2.31,1.96,0.52,0.29,1.09,0.21,
e2,Herbivore,d2,a35,Female,0.09,63.8,47.74,1.29,2.43,1.7,0.45,0.69,0.78,0.23,
c4,Herbivore,b4,a54,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
e1,Herbivore,d1,a40,Female,0.34,30.56,30.61,2.19,1.53,1.85,0.69,0.65,1.38,0.03,
d2,Herbivore,c2,a34,Female,0.12,18.65,29.73,1.56,1.87,1.24,0.35,0.66,0.82,0,
c8,Herbivore,b8,a12,Female,0.19,68.68,23.22,1.07,1.84,0.64,0.68,0.58,1.14,0.3,
f5,Herbivore,e5,a91,Female,0.4,11.22,21.43,1.01,1.62,2.43,0.65,0.7,1.09,0.21,
d3,Herbivore,c3,a12,Female,0.47,84.7,25.74,1.43,1.97,2.92,0.43,0.67,1.65,0.3,
d4,Herbivore,c4,b8,Female,0.5,55.56,28.45,2.98,2.45,1.67,0.37,0.19,1.75,0.32,
d4,Herbivore,c4,a38,Female,0.5,55.56,28.45,2.98,2.45,2.92,0.55,0.22,0.6,0.17,
c9,Herbivore,b9,c8,Female,0.43,36.72,22.32,1.44,1.75,1.67,0.37,0.19,1.75,0.32,
d1,Herbivore,c1,a54,Female,0.27,96.97,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
d2,Herbivore,c2,a46,Female,0.09,63.8,47.74,1.29,2.43,1.7,0.47,0.65,1.04,0.29,
e3,Herbivore,d3,a7,Female,0.47,84.7,25.74,1.43,1.97,2.43,0.65,0.7,1.88,0.16,
c5,Herbivore,b5,b5,Male,0.56,62.51,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
c8,Herbivore,b8,c8,Female,0.49,53.4,41.71,2.19,1.75,1.67,0.37,0.19,1.75,0.32,
b5,Herbivore,a52,a60,Female,0.27,18.65,29.73,2.72,2.76,2.2,0.48,0.26,1.43,0.18,
c8,Herbivore,b8,a38,Male,0.97,78,35.1,2.51,1.97,2.92,0.55,0.22,0.6,0.17,
b8,Herbivore,a8,a60,Female,0.19,68.68,29.73,2.72,2.76,2.2,0.48,0.26,1.43,0.18,
b9,Herbivore,a98,c8,Female,0.43,36.72,22.32,1.44,1.75,1.67,0.37,0.19,1.75,0.32,
c4,Herbivore,b4,a48,Female,0.5,55.56,28.45,2.98,2.45,2.92,0.25,0.35,1.32,0.22,
c8,Herbivore,b8,a72,Male,0.75,63.8,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
d3,Herbivore,c3,a10,Female,0.47,84.7,25.74,1.43,1.97,2.43,0.65,0.25,0.93,0,
c1,Herbivore,b1,b9,Female,0.09,59,39.45,2.25,2.75,1.7,0.56,0.45,1.52,0.33,
b2,Herbivore,a24,a3,Female,0.31,24.5,39.45,1.42,2.81,1.68,0.64,0.64,1.02,0.21,
d8,Herbivore,c8,a7,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
d5,Herbivore,c5,a12,Female,0.27,18.65,29.73,2.72,2.76,2.2,0.48,0.58,1.14,0.3,
e1,Herbivore,d1,a40,Female,0.09,59,39.45,2.25,2.75,1.7,0.56,0.65,1.38,0.03,
c6,Herbivore,b6,a7,Male,0.6,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
c9,Herbivore,b9,c8,Female,0.02,91.78,32.15,2.52,1.62,2.43,0.65,0.58,1.8,0.03,
d9,Herbivore,c9,d6,Female,0.43,36.72,22.32,1.44,1.75,1.67,0.65,0.7,1.88,0.16,
b4,Herbivore,a44,a72,Male,0.89,34.63,40.83,1.4,2.5,0.52,0.54,0.35,1.43,0.07,
c1,Herbivore,b1,c6,Male,0.97,80.52,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.21,
d6,Herbivore,c6,d8,Male,0.6,80.52,47.08,1.9,1.62,2.43,0.65,0.58,1.8,0.03,
d6,Herbivore,c6,a95,Male,0.81,78,35.1,2.51,2.31,1.96,0.56,0.58,1.8,0.03,
c4,Herbivore,b4,a74,Female,0.23,37.34,29.45,2.2,1.16,2.23,0.59,0.3,1.49,0.19,
d4,Herbivore,c4,b4,Female,0.5,55.56,28.45,2.98,2.5,0.52,0.54,0.35,1.43,0.07,
b3,Herbivore,a30,b8,Female,0.17,89.54,31.47,1.29,2.43,1.7,0.56,0.28,0.77,0.07,
b4,Herbivore,a41,a1,Male,0.66,74.63,28.07,1.56,2.16,0.77,0.41,0.47,0.61,0.18,
c8,Herbivore,b8,a91,Male,0.97,78,35.1,2.51,2.31,1.96,0.52,0.29,1.09,0.21,
c4,Herbivore,b4,a7,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
e8,Herbivore,d8,a72,Female,0.49,53.4,41.71,2.19,1.75,1.67,0.37,0.19,1.75,0.07,
e8,Herbivore,d8,c4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
d8,Herbivore,c8,c8,Male,0.75,63.8,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
d2,Herbivore,c2,c5,Female,0.09,63.8,47.74,1.29,2.43,0.5,0.28,0.11,1.01,0.08,
c2,Herbivore,b2,b1,Female,0.09,63.8,47.74,2.19,1.58,2.12,0.39,0.69,0.63,0.21,
d1,Herbivore,c1,a91,Female,0.09,59,39.45,2.25,2.75,1.96,0.52,0.29,1.09,0.21,
c3,Herbivore,b3,b6,Female,0.29,63.8,22.32,1.44,1.75,1.67,0.37,0.19,1.75,0.21,
d6,Herbivore,c6,c8,Male,0.58,53.4,41.71,2.96,2.29,2.79,0.43,0.67,1.09,0.21,
f3,Herbivore,e3,a72,Female,0.47,84.7,25.74,1.43,1.97,2.43,0.65,0.25,1.43,0.07,
b4,Herbivore,a42,a69,Female,0.23,63.48,38.62,2.19,1.58,2.12,0.39,0.69,0.63,0.09,
b2,Herbivore,a29,a72,Male,0.94,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.07,
c3,Herbivore,b3,c4,Female,0.05,76.16,39.84,2.96,1.64,2.23,0.48,0.64,1.66,0.02,
b5,Herbivore,a58,a81,Male,0.52,67.17,28.43,1.67,2.16,0.77,0.41,0.47,0.61,0.33,
d1,Herbivore,c1,c5,Female,0.34,30.56,30.61,2.19,1.53,0.5,0.28,0.11,1.01,0.08,
d1,Herbivore,c1,a10,Female,0.09,77.2,30.61,2.31,2.93,1.06,0.52,0.25,0.93,0,
c1,Herbivore,b1,a72,Female,0.34,30.56,30.61,2.19,1.53,0.5,0.28,0.11,1.43,0.07,
d7,Herbivore,c7,b6,Female,0.29,42.72,39.45,1.42,2.81,1.68,0.64,0.64,1.02,0.21,
c4,Herbivore,b4,c5,Female,0.5,55.56,28.45,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
d3,Herbivore,c3,d2,Female,0.05,76.16,39.84,2.96,1.64,2.23,0.37,0.19,1.75,0.32,
c8,Herbivore,b8,a1,Male,0.97,74.63,28.07,1.56,2.16,0.77,0.41,0.47,0.61,0.18,
c5,Herbivore,b5,c4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
d1,Herbivore,c1,c4,Male,0.97,80.52,38.62,2.19,1.58,2.12,0.39,0.69,1.66,0.02,
c7,Herbivore,b7,c4,Female,0.29,42.72,39.45,1.42,2.81,1.68,0.64,0.64,1.02,0.02,
d9,Herbivore,c9,a81,Female,0.02,91.78,28.43,1.67,1.18,0.73,0.24,0.51,0.57,0.33,
c3,Herbivore,b3,a91,Female,0.29,78,35.1,2.51,2.31,1.96,0.52,0.29,1.09,0.21,
e2,Herbivore,d2,c6,Female,0.09,63.8,47.74,2.19,1.58,2.43,0.65,0.58,1.8,0.03,
d6,Herbivore,c6,a17,Male,0.81,78,35.1,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
d1,Herbivore,c1,a6,Female,0.09,77.2,30.61,2.31,2.93,1.38,0.24,0.19,1.22,0.21,
e1,Herbivore,d1,a34,Female,0.09,77.2,30.61,2.31,2.93,1.38,0.24,0.66,0.82,0,
c4,Herbivore,b4,c4,Female,0.23,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
d8,Herbivore,c8,a67,Female,0.49,53.4,41.71,2.19,2.45,1.53,0.42,0.51,0.62,0.03,
d3,Herbivore,c3,a72,Female,0.29,78,35.1,2.51,2.31,1.96,0.54,0.35,1.43,0.07,
e8,Herbivore,d8,a35,Female,0.49,53.4,41.71,2.19,1.88,2.87,0.45,0.69,0.78,0.23,
c5,Herbivore,b5,a70,Female,0.27,18.65,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d5,Herbivore,c5,a12,Female,0.27,18.65,47.74,1.29,2.43,1.7,0.56,0.28,1.14,0.3,
c8,Herbivore,b8,a70,Male,0.6,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d4,Herbivore,c4,b6,Female,0.5,55.56,28.45,2.52,1.62,2.43,0.65,0.58,1.8,0.03,
d2,Herbivore,c2,b5,Female,0.09,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
f2,Herbivore,e2,d8,Female,0.09,53.33,43.67,1.32,1.64,2.23,0.48,0.47,0.61,0.18,
f1,Herbivore,e1,c1,Female,0.34,80.52,38.62,2.19,1.58,2.12,0.39,0.69,1.66,0.02,
c6,Herbivore,b6,d8,Male,0.6,80.52,47.08,1.56,2.16,0.77,0.41,0.47,0.61,0.18,
e1,Herbivore,d1,b5,Female,0.27,96.97,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.08,
b3,Herbivore,a33,b5,Female,0.05,76.16,39.84,2.96,1.64,2.23,0.37,0.19,1.75,0.02,
e2,Herbivore,d2,a67,Female,0.09,94.1,28.45,2.98,2.45,1.53,0.42,0.51,0.62,0.03,
c2,Herbivore,b2,a12,Male,0.94,83.5,42.16,1.72,2.04,1.55,0.54,0.35,1.43,0.3,
c8,Herbivore,b8,c5,Male,0.97,74.63,28.07,1.56,2.16,2.23,0.48,0.64,1.66,0.02,
e3,Herbivore,d3,a3,Male,0.52,42.72,39.45,1.42,2.81,1.68,0.64,0.64,1.02,0.21,
b4,Herbivore,a4,a49,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.67,1.65,0.09999999,
b8,Herbivore,a84,a70,Male,0.97,74.63,28.07,1.56,2.16,1.7,0.56,0.28,0.77,0.09,
e1,Herbivore,d1,c8,Female,0.27,96.97,43.67,1.32,1.64,1.7,0.56,0.28,0.77,0.09,
c6,Herbivore,b6,d6,Male,0.81,78,35.1,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
d8,Herbivore,c8,d6,Male,0.97,74.63,28.07,1.56,2.16,0.77,0.41,0.47,0.61,0.18,
b2,Herbivore,a24,d8,Female,0.31,24.5,39.45,1.42,2.81,1.68,0.64,0.47,0.61,0.18,
c1,Herbivore,b1,d8,Female,0.27,96.97,43.67,1.32,1.64,1.55,0.54,0.35,1.43,0.07,
d8,Herbivore,c8,b5,Male,0.97,74.63,28.07,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
c2,Herbivore,b2,c6,Female,0.31,24.5,47.08,1.56,2.16,0.77,0.41,0.47,0.61,0.18,
c1,Herbivore,b1,a7,Female,0.09,77.2,30.61,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
d2,Herbivore,c2,b9,Female,0.09,94.1,28.45,2.98,2.74,1.47,0.25,0.45,1.52,0.33,
d5,Herbivore,c5,a12,Male,0.63,39.16,48.73,1.07,1.84,0.64,0.68,0.58,1.14,0.3,
c3,Herbivore,b3,c5,Female,0.29,78,35.1,2.51,2.31,1.96,0.54,0.35,1.43,0.02,
d3,Herbivore,c3,b9,Female,0.17,89.54,23.12,2.28,2.74,1.47,0.25,0.45,1.52,0.33,
b5,Herbivore,a52,d8,Male,0.63,39.16,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
d8,Herbivore,c8,c8,Male,0.75,63.8,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
c5,Herbivore,b5,a70,Male,0.63,39.16,22.32,1.44,1.75,1.7,0.56,0.28,0.77,0.09,
c8,Herbivore,b8,c4,Male,0.97,80.52,47.08,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
e3,Herbivore,d3,c8,Male,0.52,42.72,39.45,1.42,2.81,1.68,0.64,0.64,1.02,0.07,
c2,Herbivore,b2,c1,Female,0.09,94.1,28.45,2.98,2.74,2.12,0.39,0.69,1.66,0.02,
b1,Herbivore,a11,c8,Female,0.27,96.97,43.67,1.32,1.64,1.55,0.54,0.35,1.43,0.07,
d4,Herbivore,c4,c6,Female,0.5,55.56,28.45,2.52,1.62,2.43,0.65,0.58,0.61,0.18,
d9,Herbivore,c9,d8,Female,0.02,91.78,28.43,1.67,1.18,0.73,0.24,0.35,1.43,0.07,
d4,Herbivore,c4,a7,Female,0.23,53.33,43.67,1.32,1.62,2.43,0.65,0.7,1.88,0.16,
d3,Herbivore,c3,a70,Male,0.52,42.72,39.45,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
c9,Herbivore,b9,c8,Female,0.02,91.78,28.43,1.67,1.18,2.43,0.65,0.7,1.88,0.16,
d9,Herbivore,c9,c6,Female,0.02,91.78,28.43,1.67,1.18,2.43,0.65,0.7,1.88,0.18,
e8,Herbivore,d8,c5,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
d9,Herbivore,c9,c4,Female,0.43,36.72,22.32,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
c4,Herbivore,b4,b5,Female,0.23,53.33,43.67,1.32,1.62,2.43,0.65,0.7,1.66,0.02,
d8,Herbivore,c8,a38,Male,0.75,84.7,25.74,1.43,1.97,2.92,0.55,0.22,0.6,0.17,
d4,Herbivore,c4,c5,Female,0.23,53.33,43.67,1.32,1.64,2.23,0.48,0.64,1.66,0.02,
d7,Herbivore,c7,c8,Female,0.29,42.72,39.45,1.42,1.75,1.55,0.54,0.35,1.43,0.07,
d2,Herbivore,c2,c8,Male,0.75,63.8,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
b8,Herbivore,a85,c8,Male,0.75,84.7,25.74,1.43,1.97,2.92,0.55,0.35,1.43,0.07,
d8,Herbivore,c8,d6,Male,0.6,84.08,47.74,1.29,2.43,1.7,0.56,0.53,0.72,0.04,
d4,Herbivore,c4,c8,Female,0.5,63.8,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
d2,Herbivore,c2,c8,Female,0.09,63.8,22.32,1.44,1.75,1.55,0.54,0.35,1.43,0.07,
c3,Herbivore,b3,d6,Female,0.05,78,35.1,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
b1,Herbivore,a14,c8,Male,0.97,80.52,38.62,2.19,1.58,2.43,0.65,0.7,1.88,0.16,
b3,Herbivore,a37,b9,Female,0.29,78,23.12,2.28,2.74,1.47,0.25,0.45,1.52,0.33,
d2,Herbivore,c2,c8,Female,0.12,18.65,29.73,1.56,1.87,1.24,0.35,0.35,1.43,0.07,
c5,Herbivore,b5,c8,Male,0.97,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.16,
c3,Herbivore,b3,b9,Female,0.05,78,35.1,2.51,2.74,1.47,0.25,0.45,1.52,0.33,
f8,Herbivore,e8,a72,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.07,
b7,Herbivore,a79,e8,Female,0.3,78.71,47.74,1.29,2.43,1.7,0.56,0.53,0.72,0.04,
c8,Herbivore,b8,c8,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.28,0.35,1.43,0.07,
c8,Herbivore,b8,c8,Male,0.6,84.08,47.74,1.29,2.43,1.7,0.56,0.53,0.72,0.07,
e3,Herbivore,d3,c8,Male,0.52,42.72,39.45,1.29,2.43,1.7,0.56,0.28,1.43,0.07,
g2,Herbivore,f2,c6,Female,0.09,63.8,22.32,1.56,2.16,0.77,0.41,0.47,0.61,0.18,
d7,Herbivore,c7,c4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.67,1.65,0.09999999,
e7,Herbivore,d7,c5,Male,0.6,53.33,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
c4,Herbivore,b4,c4,Male,0.6,53.33,43.67,1.32,1.64,2.23,0.43,0.67,1.65,0.09999999,
e2,Herbivore,d2,a46,Female,0.09,63.8,22.32,1.56,2,1.55,0.47,0.65,1.04,0.29,
f2,Herbivore,e2,a38,Female,0.09,84.7,25.74,1.43,1.97,2.92,0.55,0.22,0.6,0.17,
c2,Herbivore,b2,b4,Male,0.75,63.8,40.83,1.4,2.5,0.52,0.54,0.35,1.43,0.07,
c2,Herbivore,b2,b4,Female,0.09,84.7,25.74,1.43,1.97,2.92,0.54,0.35,1.43,0.07,
e1,Herbivore,d1,c8,Female,0.09,77.2,30.61,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
d1,Herbivore,c1,c8,Female,0.09,77.2,30.61,1.9,1.62,2.43,0.65,0.7,1.88,0.16,
e2,Herbivore,d2,c8,Female,0.09,84.7,25.74,1.43,1.97,2.43,0.65,0.7,1.88,0.16,
b8,Herbivore,a8,a46,Male,0.6,84.08,47.74,1.29,2.43,1.55,0.47,0.65,1.04,0.29,
c5,Herbivore,b5,c6,Male,0.6,78,35.1,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
f1,Herbivore,e1,d6,Female,0.09,77.2,30.61,1.9,1.62,2.81,0.45,0.53,0.72,0.04,
c3,Herbivore,b3,c6,Female,0.17,89.54,23.12,2.28,2.31,2.81,0.45,0.53,0.72,0.04,
c5,Herbivore,b5,a17,Male,0.78,83.73,9.4,1.15,1.75,2.81,0.45,0.53,0.72,0.04,
d3,Herbivore,c3,c8,Female,0.29,78,23.12,2.28,2.74,1.47,0.25,0.45,1.88,0.16,
c8,Herbivore,b8,c6,Male,0.97,80.52,47.08,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
e2,Herbivore,d2,c8,Female,0.12,18.65,47.08,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
e8,Herbivore,d8,c6,Male,0.97,80.52,47.08,2.51,2.31,2.81,0.45,0.53,0.72,0.04,
d4,Herbivore,c4,c5,Female,0.23,53.33,43.67,2.52,1.76,0.5,0.28,0.11,1.01,0.08,
e8,Herbivore,d8,c6,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.28,0.35,0.61,0.18,
d3,Herbivore,c3,c8,Female,0.05,78,35.1,2.51,2.74,1.47,0.25,0.35,1.43,0.07,
c1,Herbivore,b1,c8,Male,0.97,80.52,38.62,2.19,1.58,2.43,0.65,0.35,1.43,0.07,
c1,Herbivore,b1,c1,Female,0.09,77.2,30.61,1.9,1.62,2.81,0.45,0.35,1.43,0.07,
e8,Herbivore,d8,b6,Male,0.75,80.52,29.43,2.52,1.76,0.5,0.41,0.47,0.61,0.18,
b9,Herbivore,a98,c5,Female,0.43,36.72,22.32,1.9,1.62,2.43,0.65,0.7,1.01,0.16,
d7,Herbivore,c7,a49,Male,0.6,53.33,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.09999999,
e1,Herbivore,d1,a92,Female,0.09,77.2,30.61,1.9,1.62,2.81,0.6,0.28,0.9899999,0.26,
d2,Herbivore,c2,b5,Male,0.97,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.16,
c4,Herbivore,b4,d1,Female,0.23,53.33,38.62,2.19,1.58,2.43,0.65,0.35,1.43,0.07,
c2,Herbivore,b2,b5,Male,0.97,80.52,29.43,2.52,1.76,0.5,0.28,0.11,1.01,0.16,
f1,Herbivore,e1,c8,Female,0.27,96.97,43.67,1.32,1.64,1.55,0.54,0.35,1.43,0.07,
e1,Herbivore,d1,b4,Female,0.27,53.33,43.67,1.32,1.64,2.23,0.43,0.67,1.65,0.09999999,
